0:01:25,C,93eee62d,1
0:01:30,C,aae8aebe,1
0:01:59,C,dbf50503,1
0:02:11,C,8d187a4c,1
0:02:30,C,6a19286b,1
0:02:35,C,ef19b1a8,1
0:02:54,C,3d957d1e,1
0:03:43,C,19f1ea7b,1
0:05:06,C,13e7d235,1
0:06:15,C,298f3740,1
0:06:33,C,180ce852,1
0:06:48,C,a266b565,1
0:06:56,C,a53e88bf,1
0:07:54,C,6481c90b,1
0:08:02,C,c08bdfd5,1
0:08:49,C,5b38e270,1
0:09:30,C,d2e3e63f,1
0:10:28,C,d9077102,1
0:10:36,C,8698b034,1
0:11:00,C,39511d01,1
0:11:12,C,73579af0,1
0:11:23,C,a0c8b883,1
0:12:30,C,c88554c7,1
0:12:39,C,9d206d99,1
0:13:42,C,eba632a2,1
0:14:43,C,de756e5e,1
0:15:39,C,f8c6c437,1
0:15:46,C,0806c485,1
0:16:04,C,4022c054,1
0:16:20,C,46d262bd,1
0:16:59,C,0725373e,1
0:17:41,C,aed68f4b,1
0:18:10,C,cfa55dc6,1
0:19:06,C,d77b31ca,1
0:19:25,C,054802b5,1
0:19:26,C,424b75f5,1
0:19:38,C,9bcaee46,1
0:20:18,C,f398eb28,1
0:21:00,C,f886293e,1
0:22:01,C,e3b90eb1,1
0:22:56,C,3db2d8bb,1
0:23:20,C,3a63b5c2,1
0:23:47,C,23a0ab70,1
0:24:26,C,712b6b1d,1
0:24:53,C,fbef809a,1
0:25:12,C,efac658a,1
0:25:32,C,002373bc,1
0:26:04,C,9bddc438,1
0:26:05,C,629424b5,1
0:26:11,C,d1c86e91,1
0:26:17,C,08befa00,1
0:26:59,C,9c53aa66,1
0:28:10,C,1bec57ea,1
0:28:28,C,fa5db54b,1
0:28:42,C,c3c816ff,1
0:29:00,C,b162d8d9,1
0:29:19,C,39c260a9,1
0:30:07,C,4a21ead4,1
0:31:06,C,9f458ae7,1
0:31:57,C,54522906,1
0:32:00,C,613fd5a5,1
0:32:22,C,a23f93f5,1
0:32:25,C,4ca18992,1
0:33:49,C,196161c2,1
0:34:11,C,2fdc08b7,1
0:34:14,C,1912d4c1,1
0:34:23,C,101a6595,1
0:34:37,C,10ffd18a,1
0:34:49,C,3d7bcb82,1
0:35:07,C,ea8d6662,1
0:35:37,C,60175119,1
0:35:40,C,dbc8e005,1
0:35:55,C,0e7e2b21,1
0:36:13,C,84b9d1b5,1
0:36:19,C,8cd6b2a3,1
0:36:25,C,e4ab69cd,1
0:36:37,C,b903fdfe,1
0:36:54,C,0b09d33b,1
0:37:07,C,9718b244,1
0:37:18,C,f46693c5,1
0:37:21,C,7e67e218,1
0:37:38,C,54a8583f,1
0:37:40,C,63967dfe,1
0:37:43,C,a835e7b1,1
0:37:45,C,6df23ac6,1
0:37:51,C,33e8e876,1
0:38:03,C,295e3e57,1
0:38:19,C,1b020c90,1
0:39:10,C,260a2fe3,1
0:40:22,C,4df24bf0,1
0:40:35,C,bf9cfb1a,1
0:41:00,C,83a5ed00,1
0:41:59,C,b33e2801,1
0:42:01,C,c10e4048,1
0:42:06,C,32657971,1
0:42:40,C,963a3b2d,1
0:42:48,C,654885fc,1
0:44:00,C,241d1c41,1
0:44:03,C,34f2affe,1
0:44:24,C,fed66929,1
0:44:35,C,41bdc3c0,1
0:44:46,C,9091b6e1,1
0:45:01,C,a72f2ffa,1
0:45:03,C,219e9c1b,1
0:45:15,C,4ca3ac3b,1
0:45:36,C,750b8616,1
0:45:45,C,1dd65ff5,1
0:46:23,C,61a36a1d,1
0:46:27,C,f5225a11,1
0:46:39,C,07707535,1
0:47:02,C,052eddf7,1
0:47:10,C,98c2843e,1
0:47:26,C,c9b17592,1
0:47:27,C,a8d983e5,1
0:47:32,C,ba6bd90e,1
0:47:37,C,1a2e859b,1
0:47:54,C,3af94eca,1
0:48:34,C,949f1d25,1
0:49:41,C,4869539d,1
0:50:13,C,0383f141,1
0:50:19,C,8a3cb069,1
0:50:20,C,1b644414,1
0:50:39,C,4f022f07,1
0:50:50,C,24f9706c,1
0:50:52,C,ebc3a926,1
0:50:59,C,d0af9e16,1
0:51:00,C,bf88e1db,1
0:51:10,C,f526016b,1
0:52:42,C,a71be075,1
0:52:57,C,fb2abf20,1
0:53:04,C,56eba3b6,1
0:53:14,C,eeb40eca,1
0:53:22,C,2b35779a,1
0:53:26,C,a5830b2e,1
0:53:41,C,e75a78f8,1
0:54:34,C,7a72d946,1
0:54:36,C,2a885618,1
0:54:44,C,ef3613f0,1
0:54:51,C,865eb30f,1
0:55:03,C,7a4284f0,1
0:55:14,C,131b5009,1
0:55:25,C,2e24b260,1
0:55:31,C,a1868860,1
0:55:46,C,fcc1f2d0,1
0:56:04,C,4c921586,1
0:56:48,C,58028499,1
0:58:20,C,6116fe5e,1
0:58:49,C,a2d616ae,1
0:58:56,C,78a42d32,1
0:59:34,C,a1aa427b,1
0:59:38,C,2b5bead6,1
0:59:52,C,7f3fb533,1
0:59:57,C,b948ffa0,1
1:00:10,C,5e43be49,1
1:00:34,C,2736a13f,1
1:01:01,C,92e036da,1
1:01:32,C,05b00dd0,1
1:01:40,C,f53d88fc,1
1:02:18,C,8306b96c,1
1:03:31,C,30b70e32,1
1:04:39,C,cd244e6d,1
1:04:42,C,0f8721f8,1
1:04:47,C,06a0b26a,1
1:04:54,C,f504da72,1
1:06:54,C,fd430dab,1
1:07:33,C,7e81e926,1
1:07:34,C,686b8642,1
1:07:41,C,a9d2fab5,1
1:08:37,C,b898781b,1
1:08:41,C,44e7e915,1
1:10:10,C,7ba233be,1
1:10:21,C,ac83e5e4,1
1:10:43,C,5874ee00,1
1:11:00,C,d7e3ada2,1
1:11:02,C,0f8c371c,1
1:11:55,C,16f8f7bd,1
1:12:41,C,f3720c8b,1
1:13:01,C,11119103,1
1:13:29,C,005117dd,1
1:13:39,C,ccf5b51a,1
1:13:58,C,5f6cdefa,1
1:15:03,C,0490711e,1
1:15:26,C,d6ff26f6,1
1:15:28,C,b149d739,1
1:16:00,C,8b66b441,1
1:16:35,C,32966ad5,1
1:16:41,C,eea3540f,1
1:19:13,C,9cf6503b,1
1:19:17,C,909adbeb,1
1:19:53,C,c1b3b584,1
1:19:55,C,4569821a,1
1:21:20,C,576f91b1,1
1:21:57,C,5bf3c567,1
1:22:17,C,fc8a534e,1
1:22:21,C,6c7606b0,1
1:22:54,C,82d5e7ba,1
1:22:57,C,c8bd9ce0,1
1:23:13,C,a13c3a5c,1
1:23:24,C,60e471bd,1
1:24:50,C,fbf76a7a,1
1:25:15,C,fcb0026f,1
1:25:47,C,14e254ea,1
1:26:02,C,ad1dfcf2,1
1:26:13,C,43ce9212,1
1:26:22,C,69b88bd7,1
1:26:46,C,b653cf1d,1
1:26:54,C,4b2c97c7,1
1:27:14,C,f47ccf90,1
1:27:58,C,bab2358e,1
1:28:00,C,4ef3a712,1
1:28:02,C,9199b600,1
1:28:24,C,5c63d238,1
1:28:25,C,91ad5878,1
1:28:28,C,858f541b,1
1:28:41,C,9333cb3a,1
1:28:54,C,bbcca9fd,1
1:28:55,C,082dfa94,1
1:28:57,C,567f0bf1,1
1:29:47,C,2d82ac71,1
1:30:10,C,cc4f8dc3,1
1:30:23,C,e20fec53,1
1:30:47,C,5d10f8b1,1
1:31:04,C,e60ef5cc,1
1:31:49,C,36ada68c,1
1:32:13,C,fd8c664b,1
1:32:46,C,a6091267,1
1:33:03,C,77e192e1,1
1:33:55,C,f8d65a6d,1
1:33:59,C,5dcf83bf,1
1:34:02,C,a39215a3,1
